scian_codigo,scian_nivel,scian_titulo,serio_sector,serio_nombre,evidence_type,status,priority,mapping_type,source,justification,reviewed_by,review_date,notes,crosswalk_version,scian_version,serio_version,generated_at,generated_by
6111,RAMA,"Escuelas de educación básica, media y para necesidades especiales",611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6112,RAMA,Escuelas de educación técnica superior,611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6113,RAMA,Escuelas de educación superior,611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6114,RAMA,"Escuelas comerciales, de computación y de capacitación para ejecutivos",611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6115,RAMA,Escuelas de oficios,611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6116,RAMA,Otros servicios educativos,611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6117,RAMA,Servicios de apoyo a la educación,611,Servicios educativos,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 611 ('Servicios educativos'), asignado al sector SERIO 'Servicios educativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 611 ('Servicios educativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios educativos'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6211,RAMA,Consultorios médicos,621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6212,RAMA,Consultorios dentales,621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6213,RAMA,Otros consultorios para el cuidado de la salud,621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6214,RAMA,Centros para la atención de pacientes que no requieren hospitalización,621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6215,RAMA,Laboratorios médicos y de diagnóstico,621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6216,RAMA,Servicios de enfermería a domicilio,621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6219,RAMA,"Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médico",621,Servicios médicos de consulta externa y servicios relacionados,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados'), asignado al sector SERIO 'Servicios médicos de consulta externa y servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 621 ('Servicios médicos de consulta externa y servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios médicos de consulta externa y servicios relacionados'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6221,RAMA,Hospitales generales,622,Hospitales,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 622 ('Hospitales'), asignado al sector SERIO 'Hospitales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 622 ('Hospitales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Hospitales'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6222,RAMA,Hospitales psiquiátricos y para el tratamiento por adicción,622,Hospitales,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 622 ('Hospitales'), asignado al sector SERIO 'Hospitales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 622 ('Hospitales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Hospitales'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6223,RAMA,Hospitales de otras especialidades médicas,622,Hospitales,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 622 ('Hospitales'), asignado al sector SERIO 'Hospitales'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 622 ('Hospitales') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Hospitales'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
6231,RAMA,"Residencias con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",623,Residencias de asistencia social y para el cuidado de la salud,OFFICIAL,VERIFIED,LOW,EXACT,Crosswalk Maestro SCIAN→SERIO v0.1 (autoría Lattise),"Hereda la clasificación de su subsector padre SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud'), asignado al sector SERIO 'Residencias de asistencia social y para el cuidado de la salud'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 623 ('Residencias de asistencia social y para el cuidado de la salud') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Residencias de asistencia social y para el cuidado de la salud'). No requiere inferencia económica adicional.",,,Confianza original en Crosswalk Maestro v0.1: ALTA.,v0.1,SCIAN-2018 (base SERIO); estructura verificada contra fixture INEGI SCIAN-2023 — ver README de spatial/warehouse,SERIO-78-2018,,scripts/build_crosswalk_maestro.py
