"nivel_scian","codigo_scian","descripcion_scian","sector_serio","confianza","requiere_revision","justificacion"
"rama","6243","Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad","Otros servicios de asistencia social","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 624 ('Otros servicios de asistencia social'), asignado al sector SERIO 'Otros servicios de asistencia social'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 624 ('Otros servicios de asistencia social') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otros servicios de asistencia social'). No requiere inferencia económica adicional."
"rama","6244","Guarderías","Otros servicios de asistencia social","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 624 ('Otros servicios de asistencia social'), asignado al sector SERIO 'Otros servicios de asistencia social'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 624 ('Otros servicios de asistencia social') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Otros servicios de asistencia social'). No requiere inferencia económica adicional."
"rama","7111","Compañías y grupos de espectáculos artísticos y culturales","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'), asignado al sector SERIO 'Servicios artísticos, culturales y deportivos, y otros servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'). No requiere inferencia económica adicional."
"rama","7112","Deportistas y equipos deportivos profesionales","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'), asignado al sector SERIO 'Servicios artísticos, culturales y deportivos, y otros servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'). No requiere inferencia económica adicional."
"rama","7113","Promotores de espectáculos artísticos, culturales, deportivos y similares","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'), asignado al sector SERIO 'Servicios artísticos, culturales y deportivos, y otros servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'). No requiere inferencia económica adicional."
"rama","7114","Agentes y representantes de artistas, deportistas y similares","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'), asignado al sector SERIO 'Servicios artísticos, culturales y deportivos, y otros servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'). No requiere inferencia económica adicional."
"rama","7115","Artistas, escritores y técnicos independientes","Servicios artísticos, culturales y deportivos, y otros servicios relacionados","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'), asignado al sector SERIO 'Servicios artísticos, culturales y deportivos, y otros servicios relacionados'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 711 ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios artísticos, culturales y deportivos, y otros servicios relacionados'). No requiere inferencia económica adicional."
"rama","7121","Museos, sitios históricos, zoológicos y similares","Museos, sitios históricos, zoológicos y similares","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 712 ('Museos, sitios históricos, zoológicos y similares'), asignado al sector SERIO 'Museos, sitios históricos, zoológicos y similares'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 712 ('Museos, sitios históricos, zoológicos y similares') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Museos, sitios históricos, zoológicos y similares'). No requiere inferencia económica adicional."
"rama","7131","Parques con instalaciones recreativas y casas de juegos electrónicos","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 713 ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'), asignado al sector SERIO 'Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 713 ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'). No requiere inferencia económica adicional."
"rama","7132","Casinos, loterías y otros juegos de azar","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 713 ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'), asignado al sector SERIO 'Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 713 ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'). No requiere inferencia económica adicional."
"rama","7139","Otros servicios recreativos","Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 713 ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'), asignado al sector SERIO 'Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 713 ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos'). No requiere inferencia económica adicional."
"rama","7211","Hoteles, moteles y similares","Servicios de alojamiento temporal","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 721 ('Servicios de alojamiento temporal'), asignado al sector SERIO 'Servicios de alojamiento temporal'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 721 ('Servicios de alojamiento temporal') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alojamiento temporal'). No requiere inferencia económica adicional."
"rama","7212","Campamentos y albergues recreativos","Servicios de alojamiento temporal","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 721 ('Servicios de alojamiento temporal'), asignado al sector SERIO 'Servicios de alojamiento temporal'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 721 ('Servicios de alojamiento temporal') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alojamiento temporal'). No requiere inferencia económica adicional."
"rama","7213","Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería","Servicios de alojamiento temporal","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 721 ('Servicios de alojamiento temporal'), asignado al sector SERIO 'Servicios de alojamiento temporal'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 721 ('Servicios de alojamiento temporal') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de alojamiento temporal'). No requiere inferencia económica adicional."
"rama","7223","Servicios de preparación de alimentos por encargo","Servicios de preparación de alimentos y bebidas","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 722 ('Servicios de preparación de alimentos y bebidas'), asignado al sector SERIO 'Servicios de preparación de alimentos y bebidas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 722 ('Servicios de preparación de alimentos y bebidas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de preparación de alimentos y bebidas'). No requiere inferencia económica adicional."
"rama","7224","Centros nocturnos, bares, cantinas y similares","Servicios de preparación de alimentos y bebidas","ALTA","NO","Hereda la clasificación de su subsector padre SCIAN 722 ('Servicios de preparación de alimentos y bebidas'), asignado al sector SERIO 'Servicios de preparación de alimentos y bebidas'. Fundamento del subsector padre: Coincidencia directa y exacta uno a uno: el subsector SCIAN 722 ('Servicios de preparación de alimentos y bebidas') es, literalmente, uno de los 78 sectores oficiales del modelo SERIO ('Servicios de preparación de alimentos y bebidas'). No requiere inferencia económica adicional."
